Word,Definition,Context
edifice,,"Our task is to merge these together into something as coherent and lasting and, we hope, as beautiful, as the old Newtonian edifice. "
insight,,"The dependence of life on light underlies so many metaphors and so much of the imagery of our culture (think of the fear of the dark) that to even quote examples is to risk cliché, but let me mention one, that to understand something is to attain an insight . "
light,,"But, of course, light is the ultimate source of life. "
ultimate,,"But, of course, light is the ultimate source of life. "
impetus,,"If the difference between us and dead matter is organization, it is sunlight that provides the energy and the impetus for the self-organization of matter into life, on every scale, from the individual cell to the life of the whole planet and from my morning awakening to the whole history of evolution. "
mooring,,"Instead, I would like to suggest that the time has come for us to knock our understanding of what the laws of physics represent off a kind of philosophical mooring that has become as outdated as Aristotle’s crystal spheres were in the seventeenth century. "
whimsical,,"In a whimsical mood we may entertain the idea that there is an infinite regress, but this seems unlikely. "
regress,,"In a whimsical mood we may entertain the idea that there is an infinite regress, but this seems unlikely. "
scrupulous,,"I, therefore, have particularly vivid memories of the thoughts that steered me into scrupulous counting exercises every evening before I went to sleep. "
preoccupied,,I cannot think back to these ideas without connecting them to other obsessions that preoccupied me at the same time. 
predisposed,,"I was happy simply to discover that the delicious giddiness I felt at the ineffably soft touch of a stranger’s lips, or a hand fitting itself over my pubis, could be experienced an indefinite number of times because the world was full of men predisposed to do just that. "
promontory,,"CHAPTER 32 Passage 20 What a Piece of Work Is a Man I have of late, but wherefore I know not, lost all my mirth, forgone all custom of exercises, and, indeed, it goes so heavily with my disposition that this goodly frame, the earth, seems to me a sterile promontory; this most excellent canopy, the air, look you, this brave o’erhanging firmament, this majestical roof, fretted with golden fire—why, it appeareth nothing to me but a foul and pestilent congregation of vapors. "
incestuous,,"GHOST Ay, that incestuous, that adulterate beast, …won to his shameful lust The will of my most seeming-virtuous queen. "
matin,,"The glowworm shows the matin [morning] to be near… Adieu, adieu, adieu. "
glowworm,,"The glowworm shows the matin [morning] to be near… Adieu, adieu, adieu. "
pernicious,,"Yea, from the table [tablet] of my memory I’ll wipe away all trivial, fond records,… O most pernicious woman! "
prosaic,,"The hierarchy of speech in Shakespeare, going from a low emotional intensity and a prosaic language, to high emotion and very poetic language, goes like this: If you’re trying to express something that prose won’t do justice to, then switch to blank verse. "
insolence,,"Today, unfortunately, the fashion is ‘cool’: a physical statement of indifference or, at worst, apparent insolence. "
repudiated,,In ‘cool’ everything passionate or meaningful is being repudiated. 
simony,,"ated vivisections in hell.46 In the second story of The Decameron the Jew Jehannat is converted to Christianity by the argument (adapted by Voltaire) that Christianity must be divine, since it has survived so much clerical immorality and simony. "
sundry,,"In concluding his book the author acknowledges some criticism of the license he has used, and especially because “I have in sundry places written the truth about the friars.” "
grandiloquent,,Mythologies The World of Wrestling The grandiloquent truth of gestures on life's great occasions. —Baudelaire   The virtue of all-in wrestling is that it is the spectacle of excess. 
buskins,,"This function of grandiloquence is indeed the same as that of ancient theatre, whose principle, language and props (masks and buskins) concurred in the exaggeratedly visible explanation of a Necessity. "
precipitous,,On the north the Alps stood guard; on every other side protecting waters lapped difficult and often precipitous shores. 
teeming,,"7 Oenotria was the toe of the Italian boot, so teeming with grapes that the word meant “land of wine.” "
wattle,,"Some lived in caves, others in round huts of wattle and daub; from these cylindrical cottages architecture pursued a continuous development to the round “House of Romulus” on the Palatine, the Temple of Vesta in the Forum, and the Mausoleum of Hadrian—the Castel Sant’ Angelo of today. "
others,,"Some lived in caves, others in round huts of wattle and daub; from these cylindrical cottages architecture pursued a continuous development to the round “House of Romulus” on the Palatine, the Temple of Vesta in the Forum, and the Mausoleum of Hadrian—the Castel Sant’ Angelo of today. "
daub,,"Some lived in caves, others in round huts of wattle and daub; from these cylindrical cottages architecture pursued a continuous development to the round “House of Romulus” on the Palatine, the Temple of Vesta in the Forum, and the Mausoleum of Hadrian—the Castel Sant’ Angelo of today. "
Palatine,,"Some lived in caves, others in round huts of wattle and daub; from these cylindrical cottages architecture pursued a continuous development to the round “House of Romulus” on the Palatine, the Temple of Vesta in the Forum, and the Mausoleum of Hadrian—the Castel Sant’ Angelo of today. "
piles,,"They brought with them the custom of building their villages upon piles sunk in water, for safety from animal or human attack. "
châteaux,,Their habit of surrounding these settlements with rampart and moat passed down to form features of Roman camps and medieval châteaux. 
Sabines,,"From them, we may believe, came the blood, languages, and essential arts of the Umbrians, Sabines, and Latins. "
Umbrians,,"From them, we may believe, came the blood, languages, and essential arts of the Umbrians, Sabines, and Latins. "
Etruscans,,ETRUSCAN LIFE   The Etruscans are among the irritating obscurities of history. 
forfeited,,"Legally he could be dealt with as any other piece of property; in theory, and according to the custom of the ancients, his life had been forfeited by defeat, and his enslavement was a merciful commutation of his death. "
piqued,,"In this system the businessmen were piqued by their exclusion from the Senate, the richer plebeians by their exclusion from the equites; and the poorer plebeians resented their poverty, their political disabilities, and their liability to enslavement for debt. "
equites,,"In this system the businessmen were piqued by their exclusion from the Senate, the richer plebeians by their exclusion from the equites; and the poorer plebeians resented their poverty, their political disabilities, and their liability to enslavement for debt. "
nominal,,"ivide it among them—a provision apparently never enforced.4 The plebs demanded that these laws should be repealed and the burden of accrued debt reduced; that the lands won in war and owned by the state should be distributed among the poor instead of being given, or sold at nominal prices, to the rich; that plebeians should be eligible to the magistracies and the priesthoods, be permitted to intermarry with the “orders,” and have a representative of their class among the highest officials of the government. "
sought,,"The Senate sought to frustrate the agitation by fomenting wars, but it was shocked to find its calls to the colors ignored. "
fomenting,,"The Senate sought to frustrate the agitation by fomenting wars, but it was shocked to find its calls to the colors ignored. "
currying,,"In 486 the consul Spurius Cassius proposed an allotment of captured lands among the poor; the patricians accused him of currying popular favor with a view to making himself king, and had him killed; this was probably not the first in a long line of agrarian proposals and Senatorial assassinations, culminating in the Gracchi and Caesar. "
Polybius,,"By common consent it was one of the ablest and most successful governments that the world has yet seen; Polybius, indeed, considered it an almost literal realization of Aristotle’s ideal constitution. "
puny,,"To Octavius she is an enchantingly beautiful woman, in whose presence the world becomes transfigured, and the puny limits of individual consciousness are suddenly made infinite by a mystic memory of the whole life of the race to its beginnings in the east, or even back to the paradise from which it fell. "
precept,,"A girl I knew (and whose clothes I removed) in high school used to sing “Il faut souffrir pour être belle” in a soft voice, to a tune of her own devising, and I took that overheard precept seriously; I was willing to understand it not just in the narrow sense of painful hair-brushing or (say) eyebrow-tweezing or liposuction, but in some broader sense that suffering makes for beauty in art, that the artist has to suffer griefs and privations in order to deliver beauty to his or her public, all that well-ventilated junk. "
privations,,"A girl I knew (and whose clothes I removed) in high school used to sing “Il faut souffrir pour être belle” in a soft voice, to a tune of her own devising, and I took that overheard precept seriously; I was willing to understand it not just in the narrow sense of painful hair-brushing or (say) eyebrow-tweezing or liposuction, but in some broader sense that suffering makes for beauty in art, that the artist has to suffer griefs and privations in order to deliver beauty to his or her public, all that well-ventilated junk. "
germane,,But it is germane. 
dole,,"You still must dole out all the things you have to say one by one, when what you want of course is to say them all at once. "
solidity,,"Each of the solid clumps of her hair feeds into the overall solidity of the braid, and the whole structure is plaited as part of her head, like a set of glossy external vertebrae. "
dorsal,,"But French braids, in which three sporting dolphins dip smoothly under one another and surface in a continuous elegant entrainment, are the most beautiful and impressive results of this sense of dorsal space. "
intractable,,"And of course there is the whole problem of mind-brain interaction, which is so intractable given Cartesian dualism. "
peaceable,,"You come into my room, and chuck my peaceable old dog out of the window. "
thump,,"All I am concerned about is that now, at the end of the day, you are a nasty piece of work, and I am going to thump you. "
banal,,"This lies behind abandon [LME] based on the Old French phrase a bandon ‘at one’s disposal, under one’s jurisdiction’; and banal [M18th] which originally related to feudal service and meant ‘compulsory’. "
blatant,,"It was first a gross or blatant lie, what we would now call a ‘whopper’. "
sausage,,The meaning ‘sausage’ [E20th] is originally Australian and was probably suggested by the tendency of fat sausages to ‘pop’ if not pricked before cooking. 
was,,"A banquette [E17th] was originally a raised way inside a rampart, only becoming an upholstered bench in the mid 19th century. banner See"
rampart,,"A banquette [E17th] was originally a raised way inside a rampart, only becoming an upholstered bench in the mid 19th century. banner See"
paunchy,,"In his first class, the paunchy, balding thirty-eight-year-old urged his goggling adolescents to “catch from the relics of ancient oratory those unresisted powers, which mould the mind of man to the will of the speaker, and yield the guidance of the nation to the dominion of the voice.” "
Cue,,Now: Cue the music. 
inexorable,,"Rhetoric faded in academia during the 1800s, when social scientists dismissed the notion that an individual could stand up to the inexorable forces of history. "
babe,,"My wife is a babe, and many babes go for inspired authors. "
lemon,,It was a lemon. 
follows,,"I use one of the more persuasive ways to cheat in logic—because B follows A, A caused B. "
Chanticleer,,"I call it the Chanticleer fallacy, after the rooster who thought his crowing made the sun come up. "
Lampoon,,"Back in 1974, National Lampoon published a parody comic-book version of Plato’s Republic. "
EMPHATIC,,"EMPHATIC (em FAT ik) forceful KEY: HIM FAT IKKY LINK SENTENCE: When his pupils called him a fat ikky slob, the principal’s reaction was forceful, to"
asunder,,"ENJOIN (en JOIN) direct, prohibit KEY: JOIN LINK SENTENCE: When two people are joined together by marriage, the pronouncement directs a prohibition against any man rending it asunder.   "
ENJOIN,,"ENJOIN (en JOIN) direct, prohibit KEY: JOIN LINK SENTENCE: When two people are joined together by marriage, the pronouncement directs a prohibition against any man rending it asunder."
EPITHET,,EPITHET (EP uh thet) a descriptive term KEY: A PITY THAT LINK SENTENCE: It's a pity that the most fitting descriptive
EXTEMPORANEOUS,,EXTEMPORANEOUS (ex TEMP uh RAN ee us) offhand KEY: EX TEMPER LINK SENTENCE: My ex-wife had such a temper that she would blow up at any offhand remark.
FACETIOUS,,FACETIOUS (fuh SEE shus) joking KEY: FACES SEE US LINK SENTENCE: We turned our faces so the teacher could not see us joking about her.
FACILE,,"FACILE (FASS ul) easy KEY: FAST I’LL LINK SENTENCE: I’ve done it fast and I’ll do it faster, it’s easy.  "
FASTIDIOUS,,"FASTIDIOUS (fa STID ee us) difficult to please KEY: FAST TEDIOUS LINK SENTENCE: The employees worked as fast as they could at the tedious job, as the supervisor was difficult"
FIASCO,,FIASCO (fee ASS ko) a complete failure KEY: FEE ASS CO. 
FILIBUSTER,,FILIBUSTER (FIL uh bus tur) long speech KEY: FELL AND BUSTED LINK SENTENCE: I fell and busted my head when I fell asleep during the long
FITFUL,,FITFUL (FIT ful) irregular KEY: FIT FULL LINK SENTENCE: It was difficult to fit her full bottom and little top because of the irregular shape of her figure.
FLIPPANT,,"FLIPPANT (FLIP punt) frivolous KEY: FLIP AUNT LINK SENTENCE: When he did a back-flip in front of his fiance's elderly aunt, she thought him too frivolous to marry."
frivolous,,"FLIPPANT (FLIP punt) frivolous KEY: FLIP AUNT LINK SENTENCE: When he did a back-flip in front of his fiance's elderly aunt, she thought him too frivolous to marry."
FORFEIT,,"FORFEIT (FAWR fut) lose the right to something KEY: FOR FAT LINK SENTENCE: For fat people to get thin, they must lose the "
FRAUGHT,,FRAUGHT (FRAWT) bearing menace KEY: FRIGHT LINK SENTENCE: The passengers got a fright from the storm bearing menace to the ship.  
FULSOME,,FULSOME (FULL sum) disgusting KEY: FULL SOME LINK SENTENCE: The way his mouth is always full of some extravagant flattery for his boss is disgusting.
GAFFE,,G GAFFE (GAF) social blunder KEY: GOOF LINK SENTENCE: He really goofed when he made that social blunder before his boss' wife.  
GAINSAY,,"GAINSAY (gain SAY) contradict KEY: GAIN SAY LINK SENTENCE: He had nothing to gain by saying anything to contradict his boss, but he did it anyway as a matter of principle."
frolic,,GAMBOL (GAM bul) to frolic KEY: GAMBLE LINK SENTENCE: They gambled and frolicked in Las Vegas the whole weekend.   
GLIB,,GLIB (GLIB) fluent but superficial KEY: GLITTER LIP LINK SENTENCE: The glittering words from his lips were fluent but
taunt,,GOAD (GODE) taunt KEY: GOAT LINK SENTENCE: The goat will butt you if you taunt him.   
GRATUITOUS,,GRATUITOUS (gruh TOO uh tus) uncalled for KEY: GRATUITY LINK SENTENCE: The one-penny gratuity he gave the waiter to belittle him was uncalled for.
HETERODOXY,,HETERODOXY (HET uh ruh dock see) heresy KEY: HATRED OF THE OX LINK SENTENCE: The belief that religion condones hatred of the ox is
consequences,,"INCONSEQUENTIAL (in kon sih KWIN shul) unimportant in consequences KEY: IN CONSEQUENCE LINK SENTENCE: In that there are no consequences if you don’t do it, it’s unimportant whether you do it or not."
INDEMNIFY,,INDEMNIFY (in DEM nuh fy) to compensate for damages KEY: IN DIM NIFTY LINK SENTENCE: The pedestrian who tripped in the dim light of the street sued the city for a nifty sum for
INDIGENT,,"INDIGENT (IN duh gent) impoverished KEY: INDIA GENT LINK SENTENCE: In India, men are gents no matter how impoverished they are.  "
INDIGNANT,,INDIGNANT (in DIG nunt) angry at something unjust KEY: DIGNITY AIN'T LINK SENTENCES: His slander is an insult to my dignity and ain't just. 
INDULGENT,,"INDULGENT (in DUL gent) lenient KEY: DULL GENT LINK SENTENCE: He is such a dull gent, that everyone tends to be lenient toward him.  "
INVIDIOUS,,INVIDIOUS (in VID ee us) tending to provoke ill will KEY: IN VIDEO ADS LINK SENTENCE: In the candidate's video ads were allegations tending
OBTUSE,,"OBTUSE (ob TOOS) dull witted, blunt KEY: OBJECT TO USE LINK SENTENCE: The brutish clod objected to the use of ""five buck words"" in his presence because he was so"
PANDER,,PANDER (PAN dur) to cater to lower desires KEY: PANNED LINK SENTENCE: The critics panned the x-rated movie as catering to lower
PERFUNCTORY,,PERFUNCTORY (pur FUNGK tuh ree) superficial KEY: PERFECT FUNNY STORY LINK SENTENCE: The writer thought his satire was the perfect funny story but the critics found it
PERVERSE,,"PERVERSE (pur VERSE) contrary KEY: PERFECT VERSE LINK SENTENCE: The poet thought he wrote perfect verse, contrary to the critics' opinion.  "
PUTREFY,,PUTREFY (PYOO truh fy) to rot KEY: PUTRID LINK SENTENCE: The putrid food had rotted when the refrigerator broke.  
RAMIFY,,"RAMIFY (RAM uh fy) to branch KEY: RAM FIBER LINK SENTENCE: When the battleship rammed the fiberglass boat, cracks branched out in all directions from the point of impact."
RECONDITE,,"RECONDITE (REK un dite) profound KEY: RECKON THAT LINK SENTENCE: After the cowboy read Einstein's theory of relativity, he said, ""Ah reckon that's a pretty dern profound book."""
sullen,,SATURNINE (SAT ur nine) sullen KEY: SATURN LINK SENTENCE: The creatures from the planet Saturn were sullen at being so far from home.   
haughty,,"SUPERCILIOUS (soo pur SIL ee us) haughty KEY: SUPERVISOR SILLY LINK SENTENCE: When she became supervisor of the other secretaries, Silly Sally became so haughty that no one could stand her."
SUPPOSITITIOUS,,SUPPOSITITIOUS (suh PAHZ ih TISH us) fraudulently substituted KEY: SUPERSTITIOUS LINK SENTENCE: The crook swindled the superstitious people by fraudulently substituting fake rabbit's feet for r
TENDENTIOUS,,TENDENTIOUS (ten DEN chus) biased KEY: TENDENCY US LINK SENTENCE: The teacher's tendency to favor us over the other students drew criticism that she was biased.
TRAVESTY,,"TRAVESTY (TRAV uh stee) a parody KEY: TRAVEL VEST LINK SENTENCE: When the editor travelled about the city, he wore a bullet-proof vest, as the parody he had written ridiculing the crime boss h"
VAGARY,,VAGARY (VAY guh ree) a whim KEY: VAGUE LINK SENTENCE: His explanation of why he bought the Ferrari was so vague because he did it on a whim.  
whim,,VAGARY (VAY guh ree) a whim KEY: VAGUE LINK SENTENCE: His explanation of why he bought the Ferrari was so vague because he did it on a whim.   
capitulating,,How does this order-from-order arise and avoid capitulating to the disordering tendency of the Second Law? 
equestrian,,"In contrast with Kenny, who wore conservative dark suits and white shirts (his only indulgence was flashy equestrian Hermès ties), Jean-Patrice dressed like a peacock: blue shirts, plaid sports coats stuffed with gaudy silk pocket squares. "
corpulence,,"In spite of his slight corpulence, women seemed to find him irresistible; he frequently disappeared at midday and was unreachable for hours. "
fawning,,"Not coincidentally, he has an immense respect for science and an almost fawning deference for scientists; a decade or so after we worked together he showed up unexpectedly during the defense of my doctoral thesis, smiling from the back of the room. "
sulking,,Patrocles does not strike us as a hero because of his accomplishments (he was rapidly killed) but because he preferred to die than see Achilles sulking into inaction. 
vapid,,"I could not understand what Shiller, untrained to compress his ideas into vapid sound bites, was doing on such a TV show. "
recourse,,I have recourse to Monte Carlo machines whenever I can. 
ergodicity,,Mathematicians of probability give that a fancy name: ergodicity. 
Redux,,Shiller Redux Much of the thinking about the negative value of information on society in general was sparked by Robert Shiller. 
fraught,,The same methodology can explain why the news (the high scale) is full of noise and why history (the low scale) is largely stripped of it (though fraught with interpretation problems). 
Anything,,Anything else was plain unadulterated hogwash (music could be a far better replacement to metaphysics). 
hogwash,,Anything else was plain unadulterated hogwash (music could be a far better replacement to metaphysics). 
judiciously,,"Difficult, indeed, it is, judiciously to handle a subject where even probable truth will hardly gain assent. "
solemnity,,"Yet, as this solemnity hath received its sanction from the authority of our ancestors, it is my duty also to obey the law and to endeavor to procure, as far as I am able, the good-will and approbation of all my audience. "
exigence,,"Yet even these successes we ourselves here present, we who are yet in the strength and vigor of our days, have nobly improved, and have made such provisions for this our Athens that now it is all-sufficient in itself to answer every exigence of war and of peace. "
inquisitor,,Today I am an inquisitor. 
hyperbole,,I believe hyperbole would not be fictional and would not overstate the solemnness that I feel right now. 
diminution,,"I am not going to sit here and be an idle spectator to the diminution, the subversion, the destruction of the Constitution. "
Pettiness,,Pettiness cannot be allowed to stand in the face of such overwhelming problems. 
those,,The South Carolina ratification convention impeachment criteria: those are impeachable “who behave amiss or betray their public trust.” 
amiss,,The South Carolina ratification convention impeachment criteria: those are impeachable “who behave amiss or betray their public trust.” 
solemn,,ANATHEMA (uh NATH uh muh) solemn curse KEY: NASTY MA LINK SENTENCE: The nasty witch Ma Hatfield put a solemn curse on the boys for stealing apples from her tree. 
ANATHEMA,,ANATHEMA (uh NATH uh muh) solemn curse KEY: NASTY MA LINK SENTENCE: The nasty witch Ma Hatfield put a solemn curse on the boys for stealing apples fro
APROPOS,,"APROPOS (ap ruh PO) to the point KEY: A PROPOSAL LINK SENTENCE: In explaining a proposal to your boss, you must get to the"
urbane,,"Unlike my experience with real traders, they are generally urbane, dress well, collect art, but are nonintellectual. "
pariah,,John is now a pariah; he is out of a job and his telephone calls are not returned. 
saltus,,It was said that nature does not make jumps; people quote this in well-sounding Latin: Natura non facit saltus. 
as,,"I also learned to stay away from people of a competitive nature, as they have a tendency to commoditize and reduce the world to categories, like how many papers they publish in a given year, or how they rank in the league tables. "
commoditize,,"I also learned to stay away from people of a competitive nature, as they have a tendency to commoditize and reduce the world to categories, like how many papers they publish in a given year, or how they rank in the league tables. "
weary,,"His house was near a road, and he would invite weary travelers to spend the night in a special bed that he kept for visitors. "
intractable,,We find the mathematicians of this era concerning themselves with many kinds of space forms that earlier thinkers had deemed to be intractable. 
middlebrow,,"But, as usual, beware the middlebrow: A small knowledge of probability can lead to worse results than no knowledge at all. "
belabored,,"This problem enters the business world more viciously than other walks of life, owing to the high dependence on randomness (we have already belabored the contrast between randomness-dependent business with dentistry). "
aperiodic,,"He added, “It looks as though your term ‘aperiodic crystal’ is going to be a very apt one.”"
inexorable,,They have the inexorable goal9 of survival and reproduction. 
chicanery,,"In the late 1940s, reconnoitering around the technical difficulties of the Dirac sea, Richard Feynman, Julian Schwinger, and Shin’ichiro Tomonaga found an ingenious way to suppress the technical infinities of quantum electrodynamics by means of a judicious combination of extreme care and chicanery. "
disposition,,"At present many people who use such a phrase are still half-aware of its full meaning, but many years hence everybody may be using it to describe their quarrels and their nerves without dreaming that it conceals an electrical metaphor—just as we ourselves speak of a man’s “disposition” without at all knowing that the reference is to astrology. . . .     "
Kismet,,"Some, determined that Nelson would never have said anything so soppy to another man, have argued that what he really said was, “Kismet, Hardy,” referring to fate or destiny. "
accoutrements,,"It’s “implied” in the sense that it’s not the literal construction cost per square foot, but rather the implied price per square foot, obtained by quoting the market price of the entire apartment and all its accoutrements and bundled services in terms of the price per square foot. "
desaparecidos,,"A topic that Hitch kept coming back to on that night in 1981, as he would often during the years ahead, was that of the missing of Chile, the desaparecidos, men and women abducted from the streets or their homes by the secret police and never heard of again, absent from the world as if they had never been born. "
interminable,,"And it was Cyprus, which Christopher mentioned to me and Angélica during that first interminable and deep conversation, gesturing toward his own then wife, Eleni, a Greek Cypriot whom Hitch had met while covering the Turkish invasion of the island. "
derision,,"Preface to the Paperback Edition When this little book first appeared, in what may now seem the prehistoric spring of 2001, it attracted a certain amount of derision in some quarters, and on two grounds. "
scoffed,,"Others, willing to credit at least the veracity of the official documents, nonetheless scoffed at the mere idea of bringing such a mighty figure within the orbit of the law. "
injunction,,The consequences of this deadly injunction are discussed on my pages 140–42. 
indignation,,His indignation got the better of him. 
oracular,,"Finance theorists like to write the Law of Proportionality of Risk and Return entirely in Greek symbols to make it seem oracular: This states that the ratio of excess return to risk is a “universal” constant, denoted by the Greek letter X (lambda), which is referred to as the Sharpe ratio, after William Sharpe, who first began to make use of this concept in the mid-1960s. "
jibe,,"There are hundreds of colleges with Black-only dorms and graduation ceremonies, which doesn’t exactly seem to jibe with the spirit of diversity that I thought we thought was so important at college. "
rodeo,,"1 PARTIES UNQUALIFIED SUCCESS Name almost any job: dental hygienist, rodeo clown, dog walker, mall Santa, chicken-sexer—they all demand some kind of definable skill set. "
missus,,Jerry Falwell Jr. apparently likes to relax after a hard day at Bible college by watching the pool boy do the missus. 
appropriation,,Because it’s cultural appropriation. 
The,,"The University of Missouri has a river grotto inspired by the Playboy mansion, and Texas Tech has one of the largest water parks in the country, which includes a twenty-five-person hot tub, tanning deck, waterslide and “lazy river.” "
grotto,,"The University of Missouri has a river grotto inspired by the Playboy mansion, and Texas Tech has one of the largest water parks in the country, which includes a twenty-five-person hot tub, tanning deck, waterslide and “lazy river.” "
because,,"Now it’s 45 percent, and it’s not because they got smarter. "
wanton,,"Women, too, engage in it: wanton and promiscuous women, servant maids and those who work as masseuses. "
a,,"And we do this moving with what, a fleet of trucks called Jew-Haul? "
kvetching,,"OK, I must warn you: there’s going to be some kvetching. "
apeshit,,"And this isn’t an outlier—this is a constant and prominent part of today’s “journalism”: creating some bullshit nonissue that a few trolls will predictably go apeshit over, and then reporting on those unrepresentative tweets like all of America is talking about nothing else. "
knees,,"Increasingly, studies are linking phones to not just anxiety but depression, bullying, hate speech, fake news, sleep disturbance, relationship problems and photographs of knees on the beach. "
Chagrin,,"Last year when Diane and I were campaigning in Ohio, I met a sixth-grade teacher in Chagrin Falls, and, well, she looked like she’d had a hard day, so I gave her a hug. "
throwaway,,The comedian who actually wrote the tweet called it “a banal throwaway joke”—which is exactly what it is. 
profligate,,Maybe the president was a “hard-money” zealot who objected to bailing out profligate Euro Area peers like Greece. 
Tupperware,,He went from faux IBM to essentially Tupperware. 
jaded,,"because it makes you sound like you’re justifiably jaded by the entire process, but really it’s a stupid person’s idea of a smart thing to say. "
tad,,So maybe a tad. 
brazen,,"Reagan sold weapons to Iran, the country right-wingers all want to bomb now, in brazen defiance of American law, and instead of being impeached, he was elevated to sainthood and now rides horses in heaven with Jesus. "
collating,,"A great deal has been done in quite recent years by way of collating the results of comparative philology with those of anthropology, ethnology, comparative mythology, etc., and reconstructing from the combined data something of the past history of our own and other races or cultures. "
mead,,"The Angles and Saxons brought this mead into our country, and the word occurs in Dutch, Icelandic, Danish, Swedish, German, Irish, Lithuanian, Russian, Greek (‘methu’), Sanskrit, Zend, and modern Persian. "
sea-board,,"From the distribution of this word among the Aryan nations, together with similar equations such as fish and piscis, we can deduce that these two groups of travellers had already separated before either of them reached the sea-board. "
rhapsody,,"A single timid reference to ‘awful signs’,[6] together with the absence of any ordinary word for ‘writing’, suggests that Homer’s Achaians did not know how to write, and that his two long poems of twenty-four books each had to be memorized from beginning to end by that class of professional reciters from which our word rhapsody is derived. "
preponderance,,"It was the common thing for the bards who were to be found among all the Aryan races, and survived as ‘Minstrels’ into the Middle Ages, to be blind; and Homer’s own blindness, apart from a reference to it, has been deduced by some from a preponderance in his poems of “audile” epithets, such as the clanging arrow and the loud-sounding sea. "
pecuniary,,"If we examine such words as calamity, delirious, emolument, pecuniary, prevaricate, tribulation, we shall find that they possess a similar history. "
prevaricate,,"If we examine such words as calamity, delirious, emolument, pecuniary, prevaricate, tribulation, we shall find that they possess a similar history. "
other,,"Although the Romans of classical times used the Latin words from which they are derived in much the same way as the English words are used now, yet if we trace them a little farther back, we learn that ‘delirare’ had at one time no other meaning than to ‘go out of the furrow,’ when ploughing; ‘praevaricari’ was to ‘plough in crooked lines’; ‘tribulare’ to thrash with a ‘tribulum’, and so forth. "
furrow,,"Although the Romans of classical times used the Latin words from which they are derived in much the same way as the English words are used now, yet if we trace them a little farther back, we learn that ‘delirare’ had at one time no other meaning than to ‘go out of the furrow,’ when ploughing; ‘praevaricari’ was to ‘plough in crooked lines’; ‘tribulare’ to thrash with a ‘tribulum’, and so forth. "
palisades,,"In interval, on the other hand (from ‘intervallum’, the space between two palisades), excel, premium, salary, and many other words we have examples of metaphors taken from the military life. "
mango,,"This hypothesis becomes almost a certainty when it is seen that mule and ass were borrowed from Latin at this time; that -monger (in costermonger, fishmonger, ...) is a corruption of ‘mango’, the Latin name for a trader; and that the old English ceapian, ‘to buy’, which we still keep in chap, chapman, cheap, ... goes back to ‘caupones’, the Roman name for wine-dealers. "
glen,,"Bard, bog, and glen are among those which have come to us direct, and car had to travel through Latin and French before it reached us, the original having been borrowed by Julius Caesar from the Gauls, who had thus named their war chariots. "
banshee,,"But for the most part, Celtic words like banshee, eisteddfod, galore, mavourneen, ... have a remote and foreign look, even though we may have used them for many years. "
galore,,"But for the most part, Celtic words like banshee, eisteddfod, galore, mavourneen, ... have a remote and foreign look, even though we may have used them for many years. "
masquerade,,"They include cotton, gazelle, giraffe, lacquey, masquerade, syrup, tabby (originally a kind of silk), tabor, talc, tambourine, and some very interesting technical terms to which we shall presently return. "
syrup,,"They include cotton, gazelle, giraffe, lacquey, masquerade, syrup, tabby (originally a kind of silk), tabor, talc, tambourine, and some very interesting technical terms to which we shall presently return. "
squeamishness,,"The custom of having one name for a live beast grazing in the field and another for the same beast, when it is killed and cooked, is often supposed to be due to our English squeamishness and hypocrisy. "
Gentil,,"Gentil changed to gentle, pitee to pitie or pity; and it was the same with innumerable others. "
feme,,"The official use of “Law French” in legal documents was only recently abandoned, and such technical terms as champerty, feme sole, tort, ... survive to remind us of the days when an English-speaking lawyer would naturally write such a sentence as: Arsons de measons felonisement faits est felony per le comen ley. "
tort,,"The official use of “Law French” in legal documents was only recently abandoned, and such technical terms as champerty, feme sole, tort, ... survive to remind us of the days when an English-speaking lawyer would naturally write such a sentence as: Arsons de measons felonisement faits est felony per le comen ley. "
and,,"The official use of “Law French” in legal documents was only recently abandoned, and such technical terms as champerty, feme sole, tort, ... survive to remind us of the days when an English-speaking lawyer would naturally write such a sentence as: Arsons de measons felonisement faits est felony per le comen ley."
champerty,,"The official use of “Law French” in legal documents was only recently abandoned, and such technical terms as champerty, feme sole, tort, ... survive to remind us of the days when an English-speaking lawyer would naturally write such a sentence as: Arsons de measons felonisement faits est felony per le comen ley. "
hawk,,"Allure is from the old lure, an apparatus for recalling the birds, and haggard is a word of obscure etymology which was used of a wild hawk. "
hawking,,"Of the older sports, hawking has given us allure, haggard, rebate, and reclaim. "
gybe,,"rover, and flyboat, while the seventeenth century, when Van Tromp nailed his broom to the mast, the Dutch fleet sailed up the Medway, and William of Orange sat upon the English throne, gave us avast, bow, boom, cruise, cruiser, gybe, and keelhaul. "
fret,,Newton did fret much about action at a distance. 
modern,,"In our day, perhaps one experience most readers of this book have had is walking on a moving sidewalk in a modern airport or a large subway station.3 If the sidewalk is moving ahead at 5 meters per second, and you are walking on it at 10 meters per second, then clearly relative to the terminal building, you are moving along at 10 + 5 = 15 meters per second. "
impelling,,We place not so great a confidence in the preparatives and artifices of war as in the native warmth of our souls impelling us to action. 
